,title,prd_mthd
952,Leatherheads,live action
953,Life,live action
954,Did You Hear About the Morgans?,live action
955,Sex and the City,live action
956,Resident Evil: Afterlife,live action
957,That's My Boy,live action
958,The Devil's Advocate,live action
959,"The Path to Vengeance: Making 'Ghost Rider, Spirit of Vengeance'",live action
960,DragonHeart,animation/live action
961,After the Sunset,live action
962,Captain Corelli's Mandolin,live action
963,Into the Woods,animation/live action
964,Anger Management,live action
965,The Pacifier,live action
966,Walking Tall,live action
967,Joker,live action
968,Forrest Gump,live action
969,Alvin and the Chipmunks,animation/live action
970,Bohemian Rhapsody,live action
971,Hitch,live action
972,Meet the Parents,live action
973,The Pursuit of Happyness,live action
974,Pocahontas,hand animation
975,Superman,live action
976,The Nutty Professor,live action
977,Fifty Shades Darker,live action
978,Captain Phillips,live action
979,George of the Jungle,live action
980,American Wedding,live action
981,Murder on the Orient Express,live action
982,The Equalizer,live action
983,Fifty Shades Freed,live action
984,Casper,live action
985,Date Night,live action
986,Maid in Manhattan,live action
987,Crimson Tide,live action
988,Flightplan,live action
989,Disclosure,live action
990,City of Angels,live action
991,Paddington,animation/live action
992,RV,live action
993,Stargate,live action
994,Bowfinger,live action
995,The Making of 'Kill Bill: Volume 2',live action
996,Tango & Cash,live action
997,Death Becomes Her,live action
998,Shanghai Noon,live action
999,Executive Decision,live action
1000,Free Birds,digital animation
1001,The Making of 'Alien 3',live action
1002,The Forbidden Kingdom,live action
1003,The Phantom of the Opera,live action
1004,Muppets Most Wanted,live action
1005,Evita,live action
1006,Kubo and the Two Strings,stop-motion animation
1007,Ronin,live action
1008,Burlesque,live action
1009,The Ghost and the Darkness,live action
1010,Changeling,live action
1011,The Watch,live action
1012,The Hunted,live action
1013,Instinct,live action
1014,Stuck on You,live action
1015,Semi-Pro,live action
1016,Annihilation,live action
1017,Crimson Peak,live action
1018,The Pirates! Band of Misfits,stop-motion animation
1019,Æon Flux,live action
1020,Chain Reaction,live action
1021,The Fan,live action
1022,Elizabeth: The Golden Age,live action
1023,Imagine That,live action
1024,Gods and Generals,live action
1025,Turbulence,live action
1026,Bullet to the Head: Mayhem Inc.,live action
1027,All the King's Men,live action
1028,Thunderbirds,live action
1029,Un long dimanche de fiançailles: le making-of,live action
1030,Lucky You,live action
1031,Lolita 2000,live action
1032,Eye See You,Live Action
1033,"You, Me and Dupree",live action
1034,Seven Pounds,live action
1035,The Godfather: Part III,live action
1036,Elizabethtown,live action
1037,Gigli,live action
1038,Shaft,live action
1039,The Dukes of Hazzard,live action
1040,Law Abiding Citizen,live action
1041,Black Mass,live action
1042,Anastasia,hand animation
1043,Moulin Rouge!,live action
1044,Domestic Disturbance,live action
1045,Flags of Our Fathers,live action
1046,Grindhouse,live action
1047,Beloved,live action
1048,Zero Dark Thirty,live action
1049,Catch Me If You Can,live action
1050,Mamma Mia!,live action
1051,The Break-Up,live action
1052,Valentine's Day,live action
1053,Casino,live action
1054,The Change-Up,live action
1055,The Thin Red Line,live action
1056,Man on the Moon,live action
1057,From Paris with Love,live action
1058,Bulletproof Monk,live action
1059,"Me, Myself & Irene",live action
1060,Alpha,live action
1061,Deck the Halls,live action
1062,The Adjustment Bureau,live action
1063,The Twilight Saga: New Moon,live action
1064,Shrek,digital animation
1065,Ted,animation/live action
1066,22 Jump Street,live action
1067,Robin Hood: Prince of Thieves,live action
1068,Jerry Maguire,live action
1069,Daddy's Home,live action
1070,As Good as It Gets,live action
1071,Patch Adams,live action
1072,Central Intelligence,live action
1073,Anchorman 2: The Legend Continues,live action
1074,Super 8,live action
1075,Mr. Deeds,live action
1076,Erin Brockovich,live action
1077,Creed II,live action
1078,Peter Rabbit,animation/live action
1079,How to Lose a Guy in 10 Days,live action
1080,Interview with the Vampire: The Vampire Chronicles,live action
1081,The Mule,live action
1082,Yes Man,live action
1083,Non-Stop,live action
1084,Stepmom,live action
1085,Failure to Launch,live action
1086,Inside Man,live action
1087,The Emoji Movie,digital animation
1088,"Crazy, Stupid, Love.",live action
1089,The Post,live action
1090,Payback,live action
1091,Congo,live action
1092,Knowing,live action
1093,The Ring Two,live action
1094,We Bought a Zoo,live action
1095,Moneyball,live action
1096,Christmas with the Kranks,live action
1097,'V for Vendetta' Unmasked,live action
1098,Outbreak,live action
1099,Race to Witch Mountain,live action
1100,The Forgotten,live action
1101,Herbie Fully Loaded,live action
1102,Shanghai Knights,live action
1103,Curious George,hand animation
1104,American Reunion,live action
1105,Hansel & Gretel: Witch Hunters,live action
1106,I Am Number Four,live action
1107,Unfaithful,live action
1108,American Made,live action
1109,Syriana,live action
1110,Resident Evil: Apocalypse,live action
1111,The Book of Life,digital animation
1112,Absolute Power,live action
1113,Firewall,live action
1114,The Game,live action
1115,G.I. Jane,live action
1116,Into the Storm,live action
1117,The Judge,live action
1118,Silent Hill,live action
1119,Rambo: Last Blood,Live Action
1120,The Replacements,live action
1121,The Negotiator,live action
1122,War Dogs,live action
1123,Beverly Hills Cop III,live action
1124,Gremlins 2: The New Batch,live action
1125,The Peacemaker,live action
1126,Out of Time,live action
1127,Bridget Jones: The Edge of Reason,live action
1128,The Beach,live action
1129,On Deadly Ground,live action
1130,Ninja Assassin,live action
1131,Raising Helen,live action
1132,The Nice Guys,live action
1133,For Love of the Game,live action
1134,Jack Frost,live action
1135,Marmaduke,animation/live action
1136,Striptease,live action
1137,Hereafter,live action
1138,Murder by Numbers,live action
1139,Assassins,live action
1140,Hostiles,live action
1141,Zoolander 2,live action
1142,Defiance: Return to the Forest,live action
1143,Hannibal Rising,live action
1144,The Story of Us,live action
1145,The Host,live action
1146,Basic,live action
1147,Run All Night,live action
1148,Blood Work,live action
1149,The International,live action
1150,Escape from L.A.,live action
1151,Twisted,live action
1152,All the Money in the World,live action
1153,The Life Aquatic with Steve Zissou,live action
1154,The Iron Giant,hand animation
1155,Hellboy,live action
1156,Your Highness,live action
1157,Terminal F/Chasing Edward Snowden,live action
1158,Dream House,live action
1159,Free State of Jones,live action
1160,Gamer,live action
1161,Man of the House,live action
1162,The Life of David Gale,live action
1163,Beautiful Creatures,live action
1164,Into the Blue,live action
1165,Eastern Promises,live action
1166,Baby's Day Out,live action
1167,The Messenger: The Story of Joan of Arc,live action
1168,Fair Game,live action
1169,Drive Angry,live action
1170,Mad City,live action
1171,The Scarlet Letter,live action
1172,Domino,live action
1173,Jade,live action
1174,Street Fighter: The Legend of Chun-Li,live action
1175,Death to Smoochy,live action
1176,Early Man,stop-motion animation
1177,The Big Bounce,live action
1178,What Planet Are You From?,live action
1179,Arctic Dogs,digital animation
1180,The Rhythm Section,live action
1181,Child 44,live action
1182,Upside Down,live action
1183,Shanghai,live action
1184,Dora and the Lost City of Gold,live action
1185,The One,live action
1186,Chappie,animation/live action
1187,The Adventures of Ford Fairlane,live action
1188,Anna Karenina,live action
1189,Indiana Jones and the Last Crusade,live action
1190,The Ring,live action
1191,Traffic,live action
1192,Panic Room,live action
1193,Zombieland: Double Tap,live action
1194,The Thomas Crown Affair,live action
1195,Instant Family,live action
1196,The Bone Collector,live action
1197,Three Kings,live action
1198,Tooth Fairy,live action
1199,Rat Race,live action
1200,3:10 to Yuma,live action
1201,K-PAX,live action
1202,Bedazzled,live action
1203,Out of Sight,live action
1204,The Cotton Club,live action
1205,Charlie's Angels,live action
1206,Rambo,live action
1207,The Infiltrator,live action
1208,Dick Tracy,live action
1209,Arrival,live action
1210,The Cable Guy,live action
1211,Addams Family Values,live action
1212,Earth,live action
1213,Riding in Cars with Boys,live action
1214,Solaris,live action
1215,Jonah Hex,live action
1216,Mary Reilly,live action
1217,Silence,live action
1218,My Best Friend's Wedding,live action
1219,America's Sweethearts,live action
1220,Star Trek: First Contact,live action
1221,Insomnia,live action
1222,Prisoners,live action
1223,Courage Under Fire,live action
1224,Liar Liar,live action
1225,A Bug's Life,digital animation
1226,Taken 2,live action
1227,The Flintstones,live action
1228,Scary Movie 3,live action
1229,Miss Congeniality,live action
1230,Pitch Perfect 3,live action
1231,Journey to the Center of the Earth,live action
1232,The Pelican Brief,live action
1233,The Princess Diaries 2: Royal Engagement,live action
1234,The Bucket List,live action
1235,The Client,live action
1236,The Muppets,live action
1237,Patriot Games,live action
1238,Monster-in-Law,live action
1239,Training Day,live action
1240,The Girl on the Train,live action
1241,Galaxy Quest,live action
1242,Scary Movie 2,live action
1243,Blade,live action
1244,Coach Carter,live action
1245,The Bounty Hunter,live action
1246,Changing Lanes,live action
1247,Anaconda,live action
1248,Underworld: Evolution,live action
1249,A Beautiful Day in the Neighborhood,live action
1250,Coyote Ugly,live action
1251,Love Actually,live action
1252,Jack,live action
1253,The Specialist,live action
1254,Office Christmas Party,live action
1255,Tin Cup,live action
1256,The Hitchhiker's Guide to the Galaxy,animation/live action
1257,Resident Evil: Extinction,live action
1258,Fat Albert,live action
1259,Savages,live action
1260,The River Wild,live action
1261,Blended,live action
1262,Last Holiday,live action
1263,16 Blocks,live action
1264,The Indian in the Cupboard,live action
1265,Cellular,live action
1266,Doctor Sleep,live action
1267,The Ant Bully,digital animation
1268,Johnny English,live action
1269,Dune,live action
1270,Aliens in the Attic,live action
1271,Across the Universe,live action
1272,Revolutionary Road,live action
1273,Babylon A.D.,live action
1274,Richard Jewell,Live Action
1275,Mary Shelley's Frankenstein,live action
1276,The Glimmer Man,live action
1277,UglyDolls,digital animation
1278,Multiplicity,live action
1279,The Pledge,live action
1280,The Phantom,live action
1281,Rebound,live action
1282,The Ghost Writer,live action
1283,All the Pretty Horses,live action
1284,Bangkok Dangerous,live action
1285,Nixon,live action
1286,Dredd,live action
1287,The Rum Diary,live action
1288,Deep Rising,live action
1289,Welcome to Marwen,animation/live action
1290,Johnny English Reborn,live action
1291,Miracle at St. Anna,live action
1292,Big Trouble,live action
1293,Love in the Time of Cholera,live action
1294,Pinocchio,live action
1295,Shadow Conspiracy,live action
1296,Foodfight!,digital animation
1297,Argo,live action
1298,The Fugitive,live action
1299,Rambo: First Blood Part II,live action
1300,Sleepers,live action
1301,Charlie St. Cloud,live action
1302,The Juror,live action
1303,The Interview,live action
1304,Heaven's Gate,.
1305,The Heat,live action
