movie_id,reviews_users,reviews_critics
tt2199571,235,255
tt0309377,277,150
tt0963178,208,250
tt0116225,244,126
tt0315297,184,80
tt5294550,230,312
tt0362270,664,269
tt0129167,571,192
tt2274648,1366,253
tt1240982,300,207
tt4477936,1,1
tt1462041,169,183
tt1124037,159,180
tt1034032,261,187
tt0331933,96,63
tt0289992,435,138
tt1559547,309,214
tt0378109,219,120
tt0765443,432,284
tt0109190,88,25
tt0151137,399,114
tt0113010,64,48
tt1502404,233,298
tt0119592,75,66
tt0114345,98,37
tt0421054,385,188
tt0113451,75,52
tt0891592,193,111
tt0266452,339,86
tt4701724,113,179
tt0315824,97,78
tt0181151,93,37
tt4426464,28,10
tt7134096,150,89
tt1014763,258,188
tt1374992,186,172
tt2072227,67,33
tt7547410,240,126
tt0267804,303,104
tt1823672,754,390
tt0098987,119,56
tt1781769,257,337
tt0097576,550,164
tt0298130,1655,289
tt0181865,895,200
tt0258000,886,240
tt1560220,634,267
tt0155267,436,154
tt7401588,539,138
tt0145681,419,76
tt0120188,565,137
tt0808510,86,119
tt0250687,518,106
tt0381849,622,298
tt0272152,551,146
tt0230030,265,129
tt0120780,326,166
tt0087089,92,37
tt5033998,986,166
tt0462499,778,307
tt1355631,105,185
tt0099422,188,98
tt2543164,1817,716
tt0115798,380,68
tt0106220,144,62
tt1757737,.,.
tt0200027,211,89
tt0307479,733,206
tt1075747,216,188
tt0117002,96,53
tt0490215,427,413
tt0119738,195,92
tt0265029,342,143
tt0117731,320,163
tt0278504,678,111
tt1392214,863,490
tt0115956,113,70
tt0119528,283,78
tt0120623,356,135
tt1397280,499,363
tt0109813,108,45
tt0306047,363,157
tt0212346,386,133
tt4765284,169,143
tt0373051,231,196
tt0107798,108,54
tt0368933,159,78
tt0825232,360,202
tt0109446,105,49
tt1204342,256,405
tt0105112,146,60
tt0369735,249,133
tt0139654,700,124
tt3631112,477,368
tt0177789,657,97
tt0257106,558,133
tt0120611,627,213
tt0393162,232,120
tt1038919,146,166
tt0264472,357,162
tt0118615,303,137
tt0401855,517,179
tt3224458,499,218
tt0200550,388,159
tt0314331,1126,233
tt0116669,78,37
tt0111255,132,42
tt1711525,187,192
tt0117918,84,53
tt0371724,1096,285
tt0432021,380,228
tt0396592,92,61
tt1615065,296,345
tt0110997,78,53
tt1086772,244,177
tt0408985,129,92
tt0450232,318,194
tt0113419,51,27
tt0337921,369,69
tt5606664,1131,335
tt0429589,74,106
tt0274166,314,127
tt0087182,660,158
tt0775552,66,80
tt0445922,547,170
tt0959337,478,330
tt0364970,223,166
tt3513548,384,215
tt0109836,269,97
tt0116421,93,49
tt1946502,124,64
tt0117108,94,47
tt0237572,565,143
tt0117331,167,75
tt0376108,41,53
tt1139328,386,353
tt0149624,185,88
tt0814022,166,127
tt0113987,172,87
tt1343727,694,474
tt0376136,177,284
tt0118956,294,130
tt3289724,233,133
tt1634122,181,160
tt1046997,194,150
tt0246464,188,90
tt0484740,122,117
tt0255477,97,68
tt0120107,43,25
tt0249516,120,15
tt1024648,772,667
tt0106977,320,127
tt0089880,261,133
tt0117665,284,67
tt1438254,92,116
tt0116731,62,29
tt2788710,908,297
tt0080855,226,132
tt2404463,429,280
tt0181536,332,131
